system:index,impervious,landcover,percent_tree_cover,percent_tree_error,.geo
87217,0,41,37,20,
87218,46,22,23,13,
87219,0,41,92,10,
87220,0,42,75,14,
87221,0,41,92,11,
87222,0,71,74,18,
87223,0,81,6,9,
87224,0,43,97,5,
87225,0,41,67,16,
87226,0,41,100,4,
87227,0,81,20,15,
87228,0,52,96,12,
87229,0,41,97,6,
87230,0,42,100,2,
87231,0,81,27,15,
87232,0,81,4,8,
87233,0,43,97,9,
87234,0,81,23,15,
87235,0,81,3,8,
87236,0,41,94,9,
87237,19,21,3,7,
87238,0,41,98,5,
87239,0,11,11,26,
87240,0,42,77,14,
87241,0,11,1,3,
87242,0,42,96,6,
87243,0,71,98,6,
87244,0,11,3,12,
87245,0,41,94,7,
87246,0,11,10,16,
87247,0,90,98,5,
87248,0,41,67,20,
87249,0,41,99,5,
87250,0,41,84,13,
87251,0,41,93,9,
87252,0,81,43,19,
87253,0,71,29,18,
87254,0,41,93,10,
87255,24,22,8,11,
87256,0,81,8,9,
87257,0,42,92,9,
87258,0,42,87,11,
87259,0,41,52,19,
87260,0,52,21,14,
87261,0,41,98,5,
87262,0,11,7,8,
87263,0,81,8,11,
87264,0,82,3,9,
87265,0,31,68,21,
87266,0,42,88,12,
87267,0,41,82,12,
87268,0,71,91,9,
87269,0,81,2,6,
87270,0,42,84,11,
87271,1,21,92,7,
87272,0,42,66,20,
87273,0,81,16,14,
87274,0,41,99,3,
87275,0,41,100,2,
87276,0,81,17,15,
87277,0,41,99,5,
87278,0,41,76,14,
87279,0,81,50,21,
87280,0,41,100,2,
87281,0,41,84,20,
87282,0,41,95,9,
87283,0,81,18,16,
87284,0,42,98,6,
87285,0,41,68,14,
87286,0,41,100,2,
87287,0,71,39,18,
87288,0,43,94,9,
87289,0,41,100,1,
87290,0,41,17,16,
87291,4,21,3,8,
87292,0,81,26,19,
87293,0,41,100,3,
87294,0,41,93,7,
87295,48,22,4,6,
87296,0,11,0,5,
87297,0,41,100,2,
87298,0,71,25,21,
87299,0,42,90,10,
87300,0,41,100,1,
87301,0,41,100,2,
87302,57,23,0,5,
87303,0,71,57,18,
87304,0,41,100,1,
87305,33,22,25,14,
87306,0,81,2,6,
87307,18,21,71,17,
87308,20,22,56,28,
87309,79,23,8,12,
87310,0,42,97,6,
87311,0,41,76,24,
87312,0,81,13,14,
87313,9,21,43,21,
87314,0,41,100,2,
87315,0,71,55,26,
87316,0,81,30,14,
87317,0,81,0,2,
87318,0,81,7,9,
87319,20,22,4,9,
87320,0,71,80,14,
87321,0,42,98,8,
87322,0,71,67,19,
87323,0,41,76,14,
87324,0,41,100,2,
87325,0,81,4,6,
87326,0,81,21,16,
87327,0,81,9,16,
87328,0,41,100,3,
87329,0,42,15,14,
87330,0,81,4,10,
87331,0,71,84,12,
87332,0,41,94,8,
87333,2,21,20,20,
87334,0,11,6,16,
87335,0,42,78,11,
87336,0,41,66,19,
87337,0,41,99,4,
87338,0,41,98,6,
87339,0,81,3,6,
87340,0,11,17,14,
87341,0,81,4,9,
87342,0,41,80,16,
87343,0,41,100,2,
87344,1,21,67,20,
87345,0,42,96,6,
87346,0,81,7,9,
87347,20,22,21,16,
87348,0,81,18,21,
87349,0,81,0,2,
87350,0,41,94,8,
87351,0,82,7,12,
87352,0,41,80,17,
87353,0,81,6,10,
87354,0,41,92,11,
87355,0,42,57,20,
87356,18,21,40,26,
87357,32,21,37,18,
87358,0,41,97,7,
87359,0,81,10,12,
87360,0,41,99,5,
87361,0,71,79,15,
87362,0,42,86,13,
87363,30,22,24,17,
87364,0,41,100,1,
87365,0,41,93,12,
87366,0,52,71,21,
87367,5,21,19,13,
87368,0,41,74,16,
87369,8,21,40,22,
87370,15,21,83,12,
87371,30,22,21,17,
87372,0,42,88,14,
87373,0,42,97,9,
87374,0,41,72,18,
87375,0,41,86,11,
87376,0,81,35,18,
87377,1,21,20,15,
87378,0,41,100,2,
87379,31,22,61,21,
87380,14,21,13,11,
87381,0,42,100,3,
87382,0,41,81,17,
87383,0,11,0,1,
87384,0,42,79,13,
87385,0,42,94,8,
87386,4,21,92,12,
87387,6,21,79,14,
87388,0,11,6,18,
87389,0,43,43,17,
87390,0,41,100,1,
87391,1,21,60,23,
87392,0,41,96,7,
87393,0,42,87,10,
87394,0,41,100,2,
87395,15,21,73,14,
87396,0,11,0,4,
87397,0,41,100,2,
87398,0,81,31,19,
87399,0,41,69,19,
87400,0,42,99,4,
87401,0,41,100,2,
87402,0,42,87,14,
87403,0,71,36,18,
87404,0,41,99,6,
87405,0,41,90,12,
87406,0,41,79,16,
87407,0,43,97,6,
87408,0,41,97,7,
87409,21,22,75,17,
87410,0,81,0,3,
87411,0,81,28,18,
87412,0,41,86,15,
87413,0,81,25,21,
87414,0,81,1,7,
87415,0,81,1,4,
87416,0,81,8,11,
87417,0,11,0,1,
87418,0,81,7,14,
87419,0,71,82,17,
87420,0,11,3,10,
87421,0,41,93,8,
87422,0,81,20,18,
87423,0,81,70,18,
87424,0,81,15,18,
87425,18,21,11,13,
87426,0,41,93,11,
87427,0,81,1,7,
87428,0,81,28,18,
87429,0,11,1,9,
87430,0,81,73,22,
87431,0,52,34,22,
87432,0,41,98,6,
87433,38,22,5,11,
87434,68,23,5,14,
87435,16,21,21,15,
87436,0,81,35,22,
87437,0,41,94,7,
87438,23,22,34,19,
87439,0,81,73,18,
87440,0,81,15,20,
87441,0,41,95,8,
87442,0,81,21,16,
87443,0,81,4,7,
87444,0,41,85,11,
87445,0,81,5,8,
87446,0,41,94,10,
87447,0,42,90,11,
87448,0,41,99,5,
87449,0,52,13,15,
87450,0,81,8,10,
87451,30,22,3,8,
87452,0,81,8,12,
87453,0,81,29,15,
87454,63,23,33,20,
87455,0,41,100,2,
87456,0,42,98,6,
87457,0,81,10,14,
87458,0,42,98,6,
87459,0,41,91,8,
87460,0,81,70,21,
87461,30,22,37,20,
87462,0,41,100,3,
87463,0,71,43,20,
87464,4,21,87,10,
87465,0,81,6,15,
87466,37,22,35,22,
87467,0,81,32,21,
87468,0,41,99,6,
87469,0,81,4,12,
87470,0,41,94,7,
87471,0,41,97,5,
87472,0,41,99,5,
87473,79,23,13,14,
87474,0,41,100,2,
87475,0,90,79,14,
87476,72,23,6,12,
87477,0,11,0,4,
87478,0,42,75,17,
87479,5,21,15,15,
87480,0,81,4,8,
87481,0,41,90,13,
87482,0,81,1,4,
87483,0,81,22,16,
87484,0,43,100,2,
87485,54,23,4,7,
87486,0,42,55,20,
87487,0,81,11,13,
87488,0,81,32,18,
87489,0,42,95,8,
87490,0,42,72,15,
87491,0,81,25,17,
87492,1,21,76,20,
87493,0,41,92,9,
87494,0,41,96,8,
87495,0,81,28,20,
87496,0,41,83,12,
87497,0,42,100,2,
87498,0,42,99,3,
87499,0,11,8,18,
87500,2,21,47,24,
87501,0,42,96,13,
87502,1,21,21,15,
87503,0,81,37,18,
87504,0,11,0,4,
87505,0,42,91,15,
87506,0,42,94,8,
87507,0,41,100,0,
87508,3,21,25,16,
87509,0,41,80,12,
87510,0,41,83,12,
87511,0,42,99,4,
87512,0,71,23,21,
87513,0,81,7,10,
87514,0,71,21,16,
87515,0,42,97,7,
87516,0,42,92,11,
87517,0,81,56,20,
87518,0,81,11,11,
87519,0,81,1,6,
87520,0,41,94,7,
87521,0,11,1,6,
87522,44,22,19,17,
87523,0,41,33,18,
87524,0,11,24,18,
87525,7,21,39,20,
87526,0,41,87,9,
87527,0,42,97,7,
87528,0,11,23,29,
87529,3,21,79,12,
87530,20,22,24,20,
87531,0,41,100,3,
87532,0,81,1,3,
87533,0,81,40,18,
87534,9,21,8,9,
87535,0,41,93,7,
87536,0,41,88,12,
87537,0,81,6,11,
87538,0,41,90,10,
87539,0,81,5,9,
87540,43,22,7,9,
87541,0,81,69,24,
87542,0,71,5,15,
87543,0,82,6,9,
87544,0,81,4,7,
87545,0,41,98,6,
87546,0,41,80,13,
87547,0,81,8,12,
87548,0,81,2,8,
87549,0,71,22,19,
87550,0,41,90,9,
87551,0,81,1,5,
87552,17,22,22,18,
87553,0,41,100,1,
87554,0,71,66,22,
87555,0,81,13,16,
87556,25,22,4,9,
87557,0,81,2,7,
87558,0,42,95,9,
87559,0,11,0,5,
87560,0,42,78,15,
87561,0,81,4,7,
87562,57,23,8,11,
87563,0,41,89,9,
87564,11,22,76,16,
87565,0,41,86,13,
87566,0,42,81,14,
87567,0,41,91,12,
87568,0,81,83,14,
87569,0,42,97,7,
87570,0,52,15,17,
87571,0,81,1,3,
87572,0,71,12,17,
87573,0,41,90,9,
87574,0,81,24,16,
87575,0,41,89,11,
87576,0,41,98,4,
87577,0,81,10,12,
87578,0,41,93,9,
87579,0,41,96,7,
87580,0,42,79,12,
87581,0,41,94,10,
87582,0,41,75,20,
87583,0,41,74,14,
87584,0,81,26,18,
87585,40,22,63,18,
87586,0,42,87,13,
87587,0,41,84,13,
87588,0,41,100,1,
87589,0,41,82,14,
87590,0,81,65,22,
87591,0,81,3,6,
87592,0,41,100,1,
87593,0,41,100,3,
87594,0,81,1,2,
87595,0,81,65,19,
87596,0,41,100,3,
87597,0,41,71,15,
87598,21,22,60,15,
87599,0,42,92,12,
87600,0,81,16,11,
87601,0,81,14,15,
87602,18,21,39,17,
87603,0,71,58,22,
87604,0,81,8,11,
87605,0,42,78,15,
87606,0,41,98,6,
87607,0,41,85,11,
87608,0,41,96,17,
87609,0,42,85,12,
87610,0,41,99,4,
87611,0,81,4,7,
87612,0,41,100,0,
87613,0,41,100,4,
87614,0,42,85,13,
87615,0,81,5,10,
87616,0,81,15,14,
87617,0,81,20,21,
87618,0,42,78,13,
87619,0,41,86,11,
87620,0,41,100,3,
87621,0,71,84,14,
87622,0,11,0,1,
87623,0,41,100,2,
87624,0,71,80,15,
87625,0,42,98,7,
87626,0,41,99,5,
87627,0,81,30,16,
87628,0,81,17,24,
87629,0,41,100,4,
87630,0,11,0,2,
87631,0,42,98,4,
87632,0,41,98,7,
87633,100,24,5,13,
87634,0,43,98,7,
87635,0,41,25,19,
87636,29,22,8,11,
87637,6,21,3,9,
87638,14,21,46,20,
87639,29,22,79,21,
87640,0,81,19,19,
87641,0,41,88,14,
87642,0,42,90,10,
87643,0,42,96,7,
87644,0,42,92,9,
87645,0,81,1,5,
87646,0,71,88,13,
87647,0,42,97,9,
87648,0,41,75,15,
87649,0,81,85,12,
87650,0,41,94,9,
87651,0,41,83,13,
87652,0,90,76,19,
87653,0,81,6,10,
87654,2,21,91,11,
87655,0,42,89,9,
87656,1,21,18,16,
87657,11,21,4,7,
87658,0,41,89,12,
87659,0,42,91,11,
87660,0,81,5,8,
87661,0,81,19,17,
87662,0,41,68,24,
87663,0,41,100,1,
87664,83,24,20,17,
87665,0,41,100,1,
87666,0,41,95,7,
87667,0,81,2,8,
87668,0,42,59,15,
87669,0,41,72,18,
87670,0,71,88,15,
87671,0,81,68,17,
87672,47,22,2,6,
87673,0,81,22,20,
87674,0,41,8,14,
87675,0,11,2,10,
87676,0,81,45,24,
87677,0,81,11,14,
87678,0,41,53,23,
87679,0,41,100,4,
87680,0,43,98,5,
87681,46,22,31,18,
87682,0,41,60,22,
87683,0,42,93,8,
87684,0,41,37,25,
87685,29,22,15,16,
87686,0,41,99,5,
87687,1,21,85,13,
87688,0,41,96,7,
87689,0,41,91,13,
87690,4,21,81,15,
87691,0,41,92,8,
87692,0,42,91,8,
87693,0,41,38,19,
87694,0,42,100,3,
87695,0,81,1,4,
87696,4,21,24,14,
87697,0,41,96,8,
87698,0,81,4,9,
87699,0,81,78,18,
87700,0,42,93,12,
87701,0,81,18,15,
87702,0,71,20,18,
87703,0,82,1,8,
87704,17,21,25,17,
87705,0,81,17,17,
87706,0,81,38,22,
87707,22,21,18,13,
87708,60,23,15,14,
87709,0,41,87,13,
87710,0,81,0,2,
87711,0,81,3,9,
87712,0,41,98,4,
87713,0,41,99,4,
87714,0,81,19,17,
87715,0,11,84,20,
87716,0,81,7,11,
87717,0,41,77,16,
87718,0,81,4,12,
87719,0,81,7,8,
87720,0,42,97,6,
87721,0,41,80,14,
87722,0,41,5,11,
87723,4,21,3,6,
87724,0,81,9,10,
87725,52,22,21,17,
87726,0,41,99,4,
87727,0,42,69,17,
87728,0,42,92,11,
87729,0,71,79,17,
87730,0,42,80,17,
87731,0,71,63,21,
87732,0,81,3,8,
87733,0,81,8,10,
87734,8,21,22,13,
87735,0,71,9,15,
87736,0,81,80,15,
87737,0,11,10,17,
87738,0,81,75,32,
87739,0,71,74,16,
87740,0,42,78,12,
87741,0,41,97,8,
87742,30,22,49,19,
87743,0,41,98,5,
87744,0,81,29,17,
87745,0,41,74,16,
87746,0,11,0,6,
87747,0,42,78,11,
87748,0,42,93,8,
87749,0,43,96,7,
87750,5,21,81,16,
87751,15,21,45,17,
87752,0,41,77,13,
87753,0,42,96,7,
87754,0,41,95,9,
87755,0,81,71,18,
87756,19,21,35,16,
87757,0,41,100,2,
87758,0,41,100,2,
87759,5,21,72,15,
87760,0,41,100,2,
87761,18,21,76,19,
87762,0,41,99,3,
87763,0,41,100,2,
87764,0,42,100,4,
87765,0,41,93,8,
87766,10,21,32,21,
87767,0,41,100,3,
87768,0,42,91,16,
87769,0,42,72,16,
87770,0,81,78,14,
87771,0,41,100,2,
87772,0,81,24,23,
87773,0,41,93,7,
87774,0,41,66,18,
87775,0,42,100,3,
87776,39,22,29,14,
87777,1,21,24,22,
87778,0,81,54,20,
87779,0,42,79,13,
87780,3,21,7,10,
87781,16,21,26,17,
87782,0,71,89,13,
87783,0,41,85,13,
87784,0,41,46,21,
87785,0,41,95,7,
87786,76,23,3,8,
87787,0,43,81,12,
87788,0,81,16,15,
87789,0,41,80,16,
87790,1,41,90,9,
87791,0,81,38,22,
87792,0,42,11,15,
87793,0,41,81,17,
87794,52,23,22,14,
87795,12,21,22,13,
87796,0,41,69,15,
87797,0,81,4,8,
87798,18,21,9,14,
87799,0,81,0,2,
87800,0,41,97,6,
87801,59,23,39,19,
87802,0,41,100,1,
87803,8,21,26,11,
87804,72,23,5,7,
87805,23,22,7,12,
87806,0,41,80,13,
87807,0,41,96,9,
87808,0,11,0,8,
87809,0,41,73,14,
87810,0,81,1,5,
87811,0,52,83,18,
87812,0,71,14,13,
87813,0,41,82,13,
87814,24,22,17,14,
87815,0,41,98,5,
87816,0,42,97,6,
87817,0,81,4,9,
87818,0,41,98,5,
87819,0,71,70,15,
87820,74,23,17,15,
87821,0,81,3,10,
87822,0,41,96,8,
87823,0,41,100,1,
87824,0,41,100,1,
87825,0,41,100,2,
87826,6,21,21,18,
87827,0,41,98,7,
87828,0,71,37,19,
87829,10,21,39,20,
87830,0,41,91,8,
87831,0,41,100,1,
87832,0,81,8,11,
87833,0,42,69,19,
87834,0,43,100,4,
87835,0,81,3,7,
87836,26,22,39,23,
87837,0,42,97,6,
87838,16,21,35,17,
87839,0,81,0,4,
87840,0,81,5,6,
87841,0,42,93,14,
87842,0,81,4,6,
87843,0,81,0,3,
87844,0,81,24,19,
87845,0,71,79,14,
87846,0,42,87,11,
87847,0,81,10,16,
87848,0,42,95,9,
87849,2,21,61,24,
87850,0,41,85,15,
87851,0,90,99,4,
87852,1,21,82,11,
87853,0,81,4,6,
87854,11,21,61,20,
87855,0,81,12,12,
87856,0,41,98,5,
87857,0,42,96,9,
87858,0,41,98,5,
87859,0,81,13,20,
87860,12,21,57,15,
87861,0,81,2,7,
87862,0,41,99,4,
87863,0,81,49,21,
87864,0,81,0,4,
87865,0,43,90,11,
87866,0,71,70,15,
87867,0,42,99,8,
87868,0,41,100,3,
87869,0,41,88,10,
87870,0,41,100,1,
87871,0,71,85,16,
87872,0,41,96,10,
87873,0,41,99,4,
87874,0,82,2,7,
87875,0,71,96,8,
87876,0,41,97,7,
87877,27,22,21,14,
87878,0,71,77,17,
87879,0,81,0,2,
87880,0,41,100,3,
87881,0,81,21,15,
87882,0,41,100,2,
87883,0,41,98,5,
87884,15,21,14,16,
87885,13,21,28,17,
87886,11,21,52,22,
87887,0,71,53,21,
87888,0,81,3,7,
87889,0,11,1,4,
87890,0,81,62,20,
87891,2,21,58,23,
87892,90,24,19,20,
87893,7,21,60,21,
87894,0,42,98,6,
87895,0,41,99,6,
87896,6,21,62,17,
87897,55,22,5,9,
87898,0,41,95,8,
87899,4,21,24,18,
87900,0,41,87,9,
87901,0,71,97,8,
87902,0,43,98,5,
87903,0,42,96,12,
87904,0,41,100,3,
87905,0,41,94,9,
87906,31,22,59,21,
87907,0,42,34,20,
87908,0,81,4,9,
87909,16,21,19,17,
87910,0,41,33,20,
87911,0,41,92,12,
87912,0,81,4,7,
87913,0,41,57,22,
87914,0,41,91,9,
87915,0,42,75,14,
87916,0,41,80,15,
87917,0,41,95,8,
87918,0,41,98,9,
87919,0,43,95,7,
87920,0,11,0,4,
87921,0,41,100,1,
87922,0,41,95,11,
87923,0,81,8,12,
87924,0,81,71,20,
87925,0,81,26,16,
87926,53,23,12,12,
87927,0,81,40,20,
87928,0,41,100,4,
87929,0,41,63,20,
87930,0,81,9,9,
87931,12,21,24,13,
87932,0,41,89,9,
87933,17,22,12,12,
87934,0,41,87,12,
87935,33,22,11,12,
87936,0,42,93,11,
87937,0,42,92,13,
87938,13,21,5,9,
87939,0,81,33,24,
87940,0,81,5,8,
87941,12,21,30,17,
87942,0,41,61,21,
87943,0,41,99,5,
87944,0,81,35,21,
87945,0,41,100,4,
87946,0,41,89,11,
87947,0,41,85,10,
87948,0,41,98,9,
87949,0,81,4,10,
87950,0,81,11,16,
87951,68,23,5,8,
87952,0,41,97,6,
87953,8,21,55,25,
87954,48,22,23,15,
87955,7,21,93,8,
87956,26,22,24,15,
87957,0,41,92,12,
87958,0,81,1,5,
87959,0,52,89,11,
87960,5,21,83,16,
87961,11,21,14,12,
87962,5,21,84,11,
87963,0,81,3,6,
87964,11,21,23,19,
87965,0,41,55,25,
87966,0,81,33,17,
87967,0,90,96,9,
87968,0,11,20,16,
87969,0,81,2,4,
87970,1,21,74,16,
87971,0,42,97,6,
87972,0,41,100,0,
87973,0,41,99,4,
87974,0,42,94,11,
87975,0,41,100,3,
87976,0,31,8,12,
87977,0,41,100,4,
87978,0,41,94,8,
87979,0,41,69,13,
87980,0,41,100,2,
87981,0,42,77,13,
87982,0,71,20,16,
87983,0,81,5,13,
87984,0,41,88,11,
87985,0,81,74,20,
87986,0,81,11,11,
87987,0,41,65,20,
87988,0,81,30,24,
87989,0,41,4,15,
87990,0,81,8,11,
87991,19,21,4,8,
87992,0,81,5,12,
87993,0,81,18,18,
87994,10,21,18,15,
87995,0,41,99,6,
87996,32,22,34,17,
87997,0,41,87,12,
87998,0,42,92,10,
87999,0,81,0,2,
88000,11,21,32,26,
88001,0,81,0,3,
88002,0,42,98,5,
88003,0,81,2,6,
88004,14,21,27,13,
88005,0,90,87,13,
88006,26,22,21,14,
88007,0,41,93,7,
88008,0,81,48,23,
88009,0,42,83,12,
88010,89,24,3,7,
88011,0,81,64,21,
88012,0,81,97,10,
88013,0,81,5,6,
88014,0,81,5,9,
88015,0,71,36,19,
88016,0,42,83,13,
88017,0,81,30,18,
88018,0,81,13,15,
88019,0,42,88,11,
88020,5,21,12,16,
88021,0,81,16,10,
88022,0,71,84,15,
88023,0,41,55,21,
88024,0,42,95,7,
88025,0,81,18,15,
88026,19,21,90,11,
88027,0,81,16,13,
88028,0,71,73,15,
88029,0,41,86,11,
88030,0,41,100,1,
88031,0,42,92,11,
88032,0,42,28,19,
88033,3,21,14,13,
88034,38,22,37,19,
88035,0,81,21,16,
88036,0,81,3,6,
88037,6,21,52,19,
88038,0,42,82,13,
88039,0,81,0,3,
88040,0,71,68,20,
88041,0,42,90,10,
88042,0,81,2,8,
88043,0,41,96,7,
88044,14,21,5,9,
88045,0,81,12,11,
88046,0,81,4,5,
88047,13,21,83,14,
88048,0,81,6,10,
88049,0,42,97,6,
88050,0,81,3,6,
88051,0,81,0,4,
88052,0,42,99,4,
88053,0,41,90,12,
88054,0,81,14,15,
88055,0,41,68,19,
88056,4,21,37,20,
88057,0,41,96,8,
88058,0,42,98,4,
88059,0,81,9,14,
88060,0,41,100,1,
88061,0,43,74,14,
88062,0,41,99,6,
88063,0,41,99,4,
88064,0,41,100,2,
88065,7,21,76,16,
88066,0,43,84,11,
88067,0,81,21,18,
88068,8,21,73,16,
88069,19,21,21,11,
88070,0,42,95,8,
88071,0,81,0,4,
88072,0,71,69,18,
88073,0,81,2,7,
88074,0,41,99,5,
88075,61,23,13,15,
88076,0,41,59,17,
88077,30,22,33,16,
88078,0,71,50,20,
88079,0,42,98,10,
88080,0,71,26,20,
88081,0,42,80,13,
88082,0,41,97,8,
88083,0,42,61,17,
88084,0,81,9,10,
88085,0,41,94,10,
88086,0,81,10,11,
88087,0,41,96,8,
88088,0,71,18,21,
88089,0,41,4,11,
88090,1,21,81,13,
88091,21,22,72,12,
88092,0,81,0,4,
88093,0,41,56,18,
88094,0,42,76,14,
88095,0,42,56,18,
88096,0,81,12,12,
88097,0,41,97,10,
88098,39,22,24,15,
88099,0,81,23,19,
88100,12,21,21,17,
88101,0,41,95,8,
88102,0,41,61,19,
88103,10,21,13,11,
88104,0,41,83,14,
88105,0,41,73,14,
88106,13,21,22,19,
88107,0,41,83,12,
88108,11,21,6,9,
88109,0,71,71,14,
88110,0,41,35,20,
88111,0,42,83,11,
88112,0,81,51,20,
88113,0,81,2,6,
88114,0,43,95,9,
88115,0,81,11,12,
88116,0,41,100,3,
88117,9,21,83,13,
88118,8,21,1,5,
88119,0,81,3,9,
88120,0,42,52,21,
88121,0,41,62,22,
88122,0,41,99,4,
88123,0,71,21,19,
88124,0,42,99,5,
88125,0,41,99,5,
88126,0,81,76,18,
88127,0,42,86,13,
88128,0,41,92,9,
88129,0,41,99,4,
88130,0,41,90,10,
88131,0,81,2,5,
88132,0,71,51,19,
88133,0,41,5,9,
88134,0,41,90,10,
88135,0,81,19,15,
88136,0,41,100,3,
88137,0,41,81,11,
88138,0,71,82,16,
88139,0,41,99,4,
88140,41,22,3,6,
88141,0,42,58,27,
88142,0,41,82,15,
88143,0,42,93,10,
88144,0,42,94,9,
88145,0,41,82,16,
88146,0,42,98,8,
88147,1,21,60,22,
88148,28,22,10,9,
88149,0,41,89,10,
88150,0,41,88,13,
88151,0,41,70,17,
88152,0,81,44,29,
88153,0,42,96,5,
88154,0,71,96,8,
88155,0,41,38,19,
88156,0,81,58,23,
88157,0,81,0,3,
88158,0,81,20,14,
88159,0,41,74,14,
88160,0,41,67,21,
88161,0,81,11,13,
88162,0,71,27,13,
88163,38,22,14,11,
88164,13,21,72,21,
88165,0,81,7,9,
88166,0,41,94,9,
88167,0,41,100,1,
88168,0,81,33,18,
88169,16,21,55,19,
88170,0,71,41,20,
88171,0,52,83,16,
88172,5,22,65,17,
88173,0,41,97,5,
88174,0,41,94,8,
88175,86,24,8,11,
88176,0,81,13,10,
88177,0,81,5,6,
88178,0,43,73,15,
88179,0,42,99,6,
88180,13,21,10,10,
88181,0,81,8,11,
88182,0,81,77,27,
88183,0,42,92,13,
88184,0,41,99,7,
88185,0,41,96,6,
88186,0,81,30,16,
88187,0,81,16,12,
88188,0,41,99,4,
88189,0,81,6,10,
88190,0,41,99,5,
88191,0,81,7,12,
88192,0,81,18,15,
88193,0,42,99,4,
88194,0,41,100,4,
88195,0,81,1,3,
88196,0,81,17,12,
88197,0,81,8,9,
88198,0,41,76,15,
88199,0,41,95,8,
88200,0,41,68,20,
88201,0,41,65,19,
88202,0,41,96,7,
88203,12,21,8,12,
88204,0,42,99,4,
88205,0,41,89,15,
88206,0,41,94,12,
88207,0,41,82,16,
88208,0,42,73,16,
88209,6,21,27,15,
88210,0,81,2,5,
88211,0,42,94,11,
88212,0,52,100,5,
88213,0,81,13,14,
88214,0,81,1,6,
88215,0,81,1,4,
88216,0,41,91,10,
88217,0,11,35,24,
88218,0,31,94,9,
88219,0,42,82,12,
88220,0,71,30,24,
88221,0,42,57,24,
88222,0,41,99,6,
88223,0,71,54,21,
88224,0,41,56,21,
88225,0,42,27,18,
88226,17,21,6,10,
88227,0,90,100,2,
88228,0,41,100,2,
88229,0,41,90,12,
88230,0,42,59,19,
88231,0,43,49,24,
88232,0,42,86,12,
88233,6,21,40,24,
88234,0,41,11,15,
88235,39,22,21,18,
88236,0,81,34,20,
88237,0,42,81,12,
88238,18,21,33,18,
88239,0,41,76,15,
88240,0,42,95,9,
88241,0,71,11,11,
88242,0,41,80,13,
88243,0,42,92,9,
88244,0,42,50,23,
88245,0,41,98,7,
88246,0,41,64,22,
88247,0,41,62,20,
88248,0,41,5,12,
88249,0,42,67,22,
88250,0,81,28,16,
88251,0,41,99,7,
88252,0,42,95,10,
88253,0,81,4,8,
88254,0,41,80,15,
88255,0,81,1,4,
88256,0,81,99,6,
88257,0,81,49,22,
88258,0,42,67,12,
88259,15,22,80,14,
88260,0,81,19,19,
88261,0,81,0,3,
88262,0,71,76,17,
88263,75,23,29,23,
88264,0,41,100,2,
88265,0,81,1,6,
88266,0,81,9,14,
88267,0,41,77,11,
88268,0,81,1,4,
88269,0,42,92,8,
88270,0,82,14,12,
88271,0,81,66,21,
88272,0,42,34,18,
88273,0,42,94,9,
88274,0,42,78,13,
88275,1,21,72,15,
88276,0,71,56,25,
88277,19,21,79,14,
88278,0,81,27,21,
88279,0,52,13,19,
88280,10,21,61,15,
88281,0,42,99,7,
88282,0,41,98,7,
88283,100,24,14,20,
88284,0,42,96,9,
88285,0,42,90,8,
88286,0,81,3,8,
88287,0,41,86,12,
88288,5,21,21,15,
88289,0,81,49,20,
88290,0,41,100,2,
88291,0,41,51,22,
88292,0,71,77,14,
88293,0,41,100,2,
88294,0,42,99,3,
88295,0,42,93,9,
88296,0,81,1,2,
88297,0,81,60,21,
88298,1,21,9,10,
88299,0,81,0,3,
88300,0,81,68,19,
88301,0,81,3,6,
88302,0,81,17,14,
88303,0,41,95,8,
88304,0,41,99,5,
88305,0,42,92,9,
88306,43,22,28,14,
88307,0,41,87,10,
88308,0,41,100,1,
88309,0,41,99,3,
88310,0,41,91,9,
88311,83,23,9,13,
88312,0,41,100,1,
88313,0,41,69,18,
88314,0,81,22,17,
88315,0,11,0,2,
88316,0,41,27,17,
88317,0,41,87,10,
88318,0,41,94,8,
88319,0,71,34,26,
88320,0,41,99,6,
88321,0,52,77,16,
88322,0,42,99,5,
88323,0,81,7,13,
88324,0,71,40,26,
88325,0,71,95,13,
88326,2,21,11,12,
88327,0,41,97,6,
88328,0,41,90,10,
88329,0,41,91,9,
88330,0,81,20,19,
88331,0,41,100,5,
88332,0,42,58,21,
88333,0,42,93,9,
88334,0,42,79,13,
88335,0,81,33,24,
88336,0,41,91,9,
88337,0,81,18,15,
88338,0,42,94,10,
88339,2,21,66,15,
88340,0,81,6,10,
88341,0,90,100,2,
88342,0,42,100,2,
88343,0,90,98,6,
88344,0,52,67,21,
88345,18,21,79,14,
88346,0,41,89,9,
88347,0,81,26,19,
88348,15,21,71,17,
88349,0,41,90,8,
88350,0,42,100,2,
88351,0,81,39,22,
88352,0,41,95,8,
88353,0,41,99,7,
88354,0,41,87,13,
88355,0,81,1,4,
88356,0,41,100,2,
88357,60,23,8,12,
88358,0,41,97,6,
88359,0,52,67,16,
88360,0,81,26,13,
88361,0,41,100,3,
88362,0,71,91,12,
88363,0,52,53,22,
88364,0,41,69,21,
88365,0,81,23,18,
88366,0,42,96,11,
88367,0,42,76,15,
88368,0,81,3,6,
88369,0,42,92,16,
88370,0,41,98,7,
88371,0,43,100,4,
88372,0,42,98,8,
88373,0,42,92,10,
88374,0,41,99,4,
88375,0,41,87,14,
88376,17,21,35,21,
88377,0,81,2,9,
88378,0,71,6,13,
88379,0,81,61,23,
